style_function,response1,response2,match
ALL CAPS,0.22424242424242424,0.32525252525252524,0.7535353535353535
Blockquotes,0.0,0.0,1.0
Bullets,0.07272727272727272,0.16565656565656567,0.8181818181818182
Code Formatting,0.052525252525252523,0.09898989898989899,0.9535353535353536
Emojis,0.00202020202020202,0.00202020202020202,1.0
Exclamations,0.024242424242424242,0.1797979797979798,0.8242424242424242
First-Person Pronouns,0.3656565656565657,0.36363636363636365,0.7111111111111111
Greeting (Start),0.012121212121212121,0.024242424242424242,0.9797979797979798
Header/Title,0.026262626262626262,0.07474747474747474,0.9313131313131313
Links,0.0,0.010101010101010102,0.98989898989899
List,0.3333333333333333,0.47474747474747475,0.6606060606060606
Long Sentences,0.10303030303030303,0.21616161616161617,0.793939393939394
Markdown,0.4666666666666667,0.503030303030303,0.7252525252525253
Math Symbols,0.6303030303030303,0.6686868686868687,0.7232323232323232
Numbered Steps,0.044444444444444446,0.10101010101010101,0.8787878787878788
Parentheses,0.7252525252525253,0.4686868686868687,0.6505050505050505
Questions,0.11717171717171718,0.10909090909090909,0.8909090909090909
Repetition,0.9656565656565657,0.9494949494949495,0.9474747474747475
Sign-off (End),0.0,0.00202020202020202,0.997979797979798
Starts with List,0.08888888888888889,0.05454545454545454,0.8888888888888888
