style_function,response1,response2,match
ALL CAPS,0.2977867203219316,0.18309859154929578,0.7806841046277666
Blockquotes,0.002012072434607646,0.0,0.9979879275653923
Bullets,0.03822937625754527,0.07645875251509054,0.9094567404426559
Code Formatting,0.08853118712273642,0.05030181086519115,0.9496981891348089
Emojis,0.006036217303822937,0.004024144869215292,0.9979879275653923
Exclamations,0.16096579476861167,0.14084507042253522,0.8309859154929577
First-Person Pronouns,0.36217303822937624,0.2716297786720322,0.7323943661971831
Greeting (Start),0.028169014084507043,0.02414486921529175,0.971830985915493
Header/Title,0.02012072434607646,0.03219315895372234,0.9557344064386318
Links,0.006036217303822937,0.0,0.993963782696177
List,0.39436619718309857,0.28169014084507044,0.7545271629778671
Long Sentences,0.3460764587525151,0.15090543259557343,0.6921529175050302
Markdown,0.2937625754527163,0.3380281690140845,0.7303822937625755
Math Symbols,0.7142857142857143,0.5211267605633803,0.6619718309859155
Numbered Steps,0.317907444668008,0.05432595573440644,0.704225352112676
Parentheses,0.45875251509054327,0.6197183098591549,0.6458752515090543
Questions,0.06639839034205232,0.08853118712273642,0.9295774647887324
Repetition,0.9839034205231388,0.9436619718309859,0.9436619718309859
Sign-off (End),0.002012072434607646,0.0,0.9979879275653923
Starts with List,0.030181086519114688,0.05432595573440644,0.9557344064386318
