style_function,response1,response2,match
ALL CAPS,0.33698030634573306,0.2275711159737418,0.7811816192560175
Blockquotes,0.0,0.0,1.0
Bullets,0.175054704595186,0.024070021881838075,0.8358862144420132
Code Formatting,0.09409190371991247,0.04814004376367615,0.9452954048140044
Emojis,0.01312910284463895,0.00437636761487965,0.9912472647702407
Exclamations,0.35667396061269147,0.17067833698030635,0.7264770240700219
First-Person Pronouns,0.36542669584245074,0.3544857768052516,0.6827133479212254
Greeting (Start),0.05032822757111598,0.028446389496717725,0.9693654266958425
Header/Title,0.16630196936542668,0.006564551422319475,0.8402625820568927
Links,0.010940919037199124,0.0087527352297593,0.9846827133479212
List,0.424507658643326,0.2647702407002188,0.6958424507658644
Long Sentences,0.24288840262582057,0.2100656455142232,0.7045951859956237
Markdown,0.5032822757111597,0.16411378555798686,0.6039387308533917
Math Symbols,0.7658643326039387,0.49015317286652077,0.6105032822757112
Numbered Steps,0.019693654266958426,0.21444201312910285,0.7789934354485777
Parentheses,0.36323851203501095,0.5908096280087527,0.6673960612691466
Questions,0.14660831509846828,0.0700218818380744,0.8927789934354485
Repetition,0.9846827133479212,0.9934354485776805,0.9824945295404814
Sign-off (End),0.0,0.00437636761487965,0.9956236323851203
Starts with List,0.024070021881838075,0.05470459518599562,0.9343544857768052
