style_function,response1,response2,match
ALL CAPS,0.16666666666666666,0.3795180722891566,0.7389558232931727
Blockquotes,0.0,0.0,1.0
Bullets,0.08433734939759036,0.2389558232931727,0.7570281124497992
Code Formatting,0.04618473895582329,0.10843373493975904,0.9257028112449799
Emojis,0.006024096385542169,0.004016064257028112,0.9979919678714859
Exclamations,0.20883534136546184,0.10642570281124498,0.7570281124497992
First-Person Pronouns,0.26506024096385544,0.5020080321285141,0.6706827309236948
Greeting (Start),0.024096385542168676,0.012048192771084338,0.9839357429718876
Header/Title,0.0963855421686747,0.05823293172690763,0.8694779116465864
Links,0.0,0.008032128514056224,0.9919678714859438
List,0.27710843373493976,0.5742971887550201,0.570281124497992
Long Sentences,0.09036144578313253,0.19076305220883535,0.8232931726907631
Markdown,0.3674698795180723,0.6445783132530121,0.5903614457831325
Math Symbols,0.5341365461847389,0.7751004016064257,0.6345381526104418
Numbered Steps,0.02610441767068273,0.09437751004016064,0.891566265060241
Parentheses,0.7188755020080321,0.5120481927710844,0.6847389558232931
Questions,0.07630522088353414,0.18875502008032127,0.8634538152610441
Repetition,0.9779116465863453,0.9658634538152611,0.9558232931726908
Sign-off (End),0.010040160642570281,0.0,0.9899598393574297
Starts with List,0.04618473895582329,0.08835341365461848,0.9016064257028112
