style_function,response1,response2,match
ALL CAPS,0.24622030237580994,0.35205183585313177,0.8941684665226782
Blockquotes,0.0,0.0021598272138228943,0.9978401727861771
Bullets,0.02159827213822894,0.038876889848812095,0.9827213822894169
Code Formatting,0.04535637149028078,0.09719222462203024,0.9481641468682506
Emojis,0.004319654427645789,0.0064794816414686825,0.9978401727861771
Exclamations,0.16630669546436286,0.20950323974082075,0.9568034557235421
First-Person Pronouns,0.34773218142548595,0.4060475161987041,0.9287257019438445
Greeting (Start),0.02591792656587473,0.02591792656587473,1.0
Header/Title,0.004319654427645789,0.023758099352051837,0.980561555075594
Links,0.008639308855291577,0.017278617710583154,0.9913606911447084
List,0.26997840172786175,0.3650107991360691,0.9049676025917927
Long Sentences,0.21382289416846653,0.265658747300216,0.9265658747300216
Markdown,0.16414686825053995,0.2505399568034557,0.9136069114470843
Math Symbols,0.49892008639308855,0.652267818574514,0.8466522678185745
Numbered Steps,0.2159827213822894,0.2937365010799136,0.9222462203023758
Parentheses,0.6155507559395248,0.46436285097192226,0.8488120950323974
Questions,0.06695464362850972,0.08423326133909287,0.9827213822894169
Repetition,0.9956803455723542,0.9956803455723542,1.0
Sign-off (End),0.004319654427645789,0.004319654427645789,1.0
Starts with List,0.06047516198704104,0.06047516198704104,1.0
